Content,score,VADER_Sentiment
fix website platform landscape device exm tabletpcmac6 month web app experience good,4,Positive
hi hi best trading platform important trading platform life money without money trading earn money zero rupee groww app like hope payment successful without money trading thank groww,5,Positive
groww provide option check xirr etf investment must check growth investment,2,Positive
excellent platform invest stock,5,Positive
good response,4,Positive
app really deserves 5 star rating cant possibly ask anything time,5,Neutral
best treding aap thanks lot,5,Positive
best broker,5,Positive
best opportunity,5,Positive
worst application ever,1,Negative
worst app want see mtf interest ledger mtf loss ledger app hide transaction,1,Negative
nice app,5,Positive
invest sappotar,5,Neutral
vary good app,4,Positive
please add account switch option family member,3,Positive
app good charge taking fno trade high reduce charge,1,Positive
great experience,5,Positive
good thind,5,Positive
worst app,1,Negative
hi please script rotate news script reliance 1 mean serial number first 10,4,Positive
withdrawal process toughif hou closed previous accountand dont information thati trying 2yearsat time investment show message itworst experience mailed already process relevant,1,Neutral
well organized platform,5,Positive
good groww stock,5,Positive
groww app working unable open pls needful regard,5,Positive
groww one popular investment trading apps india designed make investing simple secure userfriendly beginner well experienced investor app allows people invest mutual fund stock gold fixed deposit u stock one place clean design simple interface easy navigation made groww trusted choice among million indian investor user interface experience first thing user notice gro,5,Positive
perfect new user come user friendly feature easy understand interface,5,Positive
remove transparancy charge keep visible everything fine mainly ui,5,Positive
branding also official channel techno affan gameplay give offer stock market app much good,5,Positive
groww one best apps beginner well experienced investor interface clean simple making easy invest stock mutual fund option transaction smooth app provides clear insight report track investment customer support also responsive overall safe userfriendly platform hasslefree investing,5,Positive
excellent,5,Positive
easy simple,5,Positive
motivated future,5,Positive
minimal ui easy digest navigation useful tool inside overall good experience,4,Positive
hidden charge cant see stop loss option showing front buying order,1,Positive
used app app fraud app referal programme totally false give reward money zerodha dhan app far better app grow,1,Positive
bahut hi badhiya guru app,5,Neutral
good aap,5,Positive
transferring money grow ac bank account take 1 day time share sold kindly take matter seriously,1,Positive
groww app growing getting better everyday,5,Positive
app close device go holding tab big issue,1,Neutral
good experience till except consent taken storing new mutual fund holding demat form reducing one star previous 5 star rating,4,Positive
better chat gpt,1,Positive
good,5,Positive
supar aap,5,Neutral
updemat account start s vesting trading groww one app invest trade stock mutual fund future option trading fno margin trading facility pp,3,Neutral
great app easy use thanks groww team,5,Positive
good app trading,5,Positive
groww nice apps,5,Positive
easy use,5,Positive
mobile number email change karne par 118 r ka paid kar diya kya itni jarurat pad gayi peso ki iam deleting best angle one free,1,Positive
experience trading india eat money badly lose money tiny profit sometimes even rupee originally owned gone tax dp charge brokerage gst bank fee transaction fee wallet provide groww fee hidden cost even sell profit fee tax take money including tax dp charger higher profit,5,Positive
trying grow stock app start 2025 investment invest 1k per month 25 year gustwait result waiting,5,Neutral
trusted aap,4,Positive
beautiful,5,Positive
good app mf stock brokerage reduced,5,Positive
good,5,Positive
one best app new investets,5,Positive
good app great ui,5,Positive
fun tastic,5,Positive
high brokrage,4,Neutral
fno charg ok hiden charg yy show screen froud grow company,1,Positive
nice app market digital upload nice grow fast sebi control,5,Positive
worst customer service,1,Negative
good app grow,5,Positive
app easy use good app,5,Positive
best app share market trading,5,Positive
totaly waste money given 0 profite withoute permition losse money,1,Negative
easy convenient use new investing people well,5,Positive
better fill first experience sip,5,Positive
ek chi isme missing hai hai anchored vwap sir usko bhi add karey plziske liye humko 2ra app use karna par raha hai,4,Negative
feel good,5,Positive
able access data 4h 3months equity index also,3,Neutral
good app,5,Positive
plz go 4 bank fd ye sabhi broker common logon ki mehnat ki kamai ko loot le jayenge agar koi soche ki yaha se 1 v earn karega ye bhool hogi ye lutne k liye hi baithe hain agar galti se kabhi 500 1000 profit ho jayega 5000 inka brokerage aur charge v ho jayegaisliye grow dhanfyers iifl upstox sabhi ke sabhi sarkari agent aur kaha jaye share market lootne ke liye hi bana hai jo sarkar ke isare pr kam karti hai careful,1,Positive
easy trading,5,Positive
easy use user friendly app ots intergace simple analyse,5,Positive
good app broker charge bhut jada,5,Positive
excellent helpful app bigeners thnk groww,5,Positive
hello groww team 22 aug 2025 pledgeunpledge charge 2360 deduction made account never informed advance charge per sebi investor protection rule charge must clearly disclosed levying raised concern support team replied responsibility research charge sebi transparency guideline broker cannot shift responsibility client,1,Positive
overall experience great problem app font size font size app small put strain eye request developer increase font size little bit comfortable navigation,4,Positive
ultimate,5,Neutral
groww zerodha,5,Neutral
app nice understanding invest suggest update new feature like beginning video advance stock market basic stock market ipo bond improve trust download increase,5,Positive
delayed update transaction ipo update seen application inspite closure ipo useless delayed customer care support section app work,1,Positive
outstanding,5,Positive
amazing app,5,Positive
vgood need feature fundamental analysis need direct mobile recharge upi,4,Neutral
nice app,5,Positive
chat pattan sahi hona chahie,1,Neutral
fraud app automatically buy sell sometimes,1,Negative
grow app fantastic userfriendly platform good beginner clean design intuitive navigation make financial management simple stressfree clear insight timely update smooth functionality help user make informed decision effortlessly reliable efficient grow perfect confident financial growth,5,Positive
money,5,Neutral
user friendly,5,Positive
good groww trading,5,Positive
waste app much bokarage money totally cutting getting negative balance dont use app high bokarage hate app,1,Negative
good tax,5,Positive
everything app good want access u stock market happens groww attract many audience thank,5,Positive
burnpur cement stock ki holo mera rupiya abhi tak nehi mila coustomer care koi answer nehi detafaltu main mera rupiya lut liya,1,Positive
high brokerage equity delivery initially charge zero brokerage6 month increase 2 rupeesnow charge 5 rupee order,1,Positive
pahele live price reflects hota tha karne ke time abhi refresh karna padhra total worse,1,Negative
good always scope improvement keep,4,Positive
v nice,4,Positive
good app proper guidance,4,Positive
grow,5,Neutral
shandar,5,Neutral
performance good,5,Positive
reason give 1 star rating money doesnt get added wallet even money get deducted bank groww app interface doesnt reach final page wallet part keep rotating money added 24 hour request groww app kindly solve bug risky add money groww wallet,1,Positive
redeem amount take 5 day,1,Neutral
worest lot hidden charge,1,Neutral
nice groww direct fund find happy nice online digital best carefully use people gide thank u kapil,5,Positive
good app,5,Positive
highly five,5,Neutral
grow income,5,Neutral
good good,5,Positive
nyc app,5,Neutral
secure reliable informative user friendly,5,Positive
aap easy li understand nice,5,Positive
power share market trading gold life changing share market option trading journey grow app thank much grow team,5,Positive
thank,5,Positive
nice app helpful easy work good staff also help,4,Positive
mony transfer ko pardasri banana hoga,1,Neutral
worry bad service,1,Negative
worthless useless app ever much hyped app dont ever use app app must devote resource seamless user interface executing order lost money due poor app performance time selling intraday stock app take time load data show current exact price result customer cant execute order chinese car mobile better much hyped japanese german tech never fall prey much hyped app,1,Negative
best best quality,5,Positive
frequently app get,1,Neutral
nice two trad,5,Positive
last update im opening share detail taking much usually taking even im wifi zone home like travelling cellular network something ye kya bawaseer update kar diye ho tum log,1,Positive
simple ui,5,Neutral
easy use good interface,5,Positive
growws data analysis good platform flexible investing redemption felt like wasted valuable time thinking reading following expert advice business chennels investing mutual fund sip,5,Positive
good use,4,Positive
kindly provide line chart groww chart also provide multi chart single screen multi layout,5,Positive
showing intraday screener recent high low stock moment also showing losersgainers largemidsmall cap,2,Negative
nice operating,5,Positive
stp option app,1,Neutral
smooth easy use,4,Positive
khubsurat,5,Neutral
groww side many technical issue,1,Neutral
please groww mat download kariye aap log yaha ba scam hota hai charge kya naam per 300 tak log kaat lete hai bank settlement kya naam per log ko bewakoof banate hain please download app,1,Neutral
awesome application,5,Positive
good app poor service,1,Negative
good brokrage high,5,Positive
new update good previous one,3,Positive
best investment,5,Positive
simple helpful,5,Positive
scamar app stock lete hi karte hai loss 1 lakh es se dur rahe,1,Negative
fast best,5,Positive
wrong information groww app,3,Negative
happy,5,Positive
old chart pattern better new difficult get,1,Positive
good app need improve stock compny give detail pic business product work costomers time coming glitch properly run show stock price f0 also run properly show price data coming slow refreshing every time charge fee still good app grow app hope groww app team insuring thing improve reply dont tell raise ticket thank good luck investor trader,3,Positive
please remove buysell market price option bottom order page inadvertently many order executed market price,5,Positive
wanderful app,5,Neutral
simple,5,Neutral
bohot badiya app h,5,Neutral
using groww time really stood one best trading platform app performs smoothly across segment especially option trading scalping use interface simple clean easy navigate something make big difference trading keep thing straightforward without compromising important feature overall groww combine performance ease use making reliable platform trader,5,Positive
like,5,Positive
good,5,Positive
app help people lower high professional life india stock market share market knowledge mutual fund investment people make big money groww app fulfill dream thanks groww app,5,Positive
good insta solution,5,Positive
brokarege charge high,1,Neutral
wow ra,4,Positive
add cruid oil option,4,Neutral
bast invite,5,Positive
wont fetch updated name pan,1,Neutral
bhai ye sip 22 tarekh ki date hai per amount pahle 20ko cut jata hai aisha kyu ya mare date xhange kr 67 tarik kr,5,Negative
invsting pltteform good option aal humens,5,Positive
really loving using app totally beginner friendly fast,5,Positive
groww user friendly app,5,Positive
pladge share charge 20 high price,1,Positive
bhut aacha app h share market ka,5,Positive
app pretty good love function single tap still concern change mutual fund policy investor see mutual fund money going invest demate mode soa mode time investment like invest mf soa mode still creating new mf folio demate mode without take permission,4,Positive
ovarall good,5,Positive
option trading broker option buyer operator option trading,1,Neutral
high charge groww charge higher broker like zerodha 20 per order minimum 2 add quickly ideal small frequent trade,1,Positive
much hidden chargesper day one trade 96 u pay amount automatically deducted dont know,1,Negative
im using groww app 1year app ia smooth easy understand payment aslo smooth issue wishlist time doesnt save stock wishlist else app good even mutual fund also good,5,Positive
one withdrawal take 2 week dont invest want quick withdrawal,1,Neutral
good app closing eye feature best,5,Positive
scalping mode pls provide oi data option price chane placed provide also oi data price chain home oi option price show,4,Positive
feel app include filter option holding based market capitalization large cap mid cap small cap would make easier analyze investment,5,Positive
easy invest calculation,5,Positive
dont even want give 1 star unable withdraw money grow wallet tried connecting customer service yet unable provide solution yet connected chat redirecting mail stating provide information already poor app,1,Negative
every time apply ipo groww sends two request never got ipo allotment better use dhan,1,Positive
hi sir wher ur treding view chart patern rsi etc indicater slot,1,Neutral
bad game,5,Negative
good apps,5,Positive
despite good market share charge still higher,4,Negative
cheater app brokarage charge increased continuously earlier delivery share free minimum 2 rupee minimum 5 rupee sale purchase mean minimum 10 rupee per transaction,1,Positive
group mein kuchh aasani se samajh mein aata hai tune mere ko acha lagta hai chalane mein,5,Neutral
bad,1,Negative
good experience,5,Positive
working properlywhenever profit fo system issue occurs every time update loss use application tradingvery slow application use platformuse application,1,Positive
nice awesome,5,Positive
always groww,5,Neutral
chart laging,3,Neutral
app suggestive option investing stock available like user interface,4,Positive
best terding app,5,Positive
excellent customer,5,Positive
app working 1520 dayswhats wrong,1,Negative
naice,5,Neutral
app getting downloaded please check,2,Positive
previous interface chart order position better new interface quite annoying considering another broker interface friendly boring one cannot track chart well order time open order chart hidden extremely confusing,1,Negative
tell created alert show,5,Positive
100000 nice app,5,Positive
charge high,1,Neutral
happy new update bcz old chat nice new good old chat nice,1,Positive
overall app good sir aap index ke chart volume ko bhi enable kr please,5,Positive
there application wont mentionsorry add stock wishlist show news side news happens dont find news related go option read hope understand btw groww really good application,4,Positive
nice,5,Positive
broker charge high,1,Neutral
wonder full,5,Neutral
many hidden charge,1,Neutral
new update chat good see zoom zoomig older good seeing chat flexible use easily,1,Positive
useless chart even visible properly useless application,1,Negative
make chart like please make,2,Positive
template save hi nehi hota hei,1,Positive
dear team per discussion please add exit intraday order one click thank,5,Positive
nice app app secure app time money doubled liked app much help double salary year,5,Positive
much hidden charge clarity charge proper shown avg price share sell price easily calculated every time download excel sheet need give clearance charge proper graph eg srf dropped 12000 show growing 2440 updated data detailed knowledge like technical etc positive negative buy recommendation also,1,Positive
worst app ever soo many bug,1,Negative
good,1,Positive
good platform,5,Positive
bad customer servicei spend 1 hour connect keep hold also try day time also situation finally connect staff behaviour rude dont want explain thing saying im asking senior keep hi hold finnally unable explain anything regarding problem cut call,1,Negative
best app investment also good interface comparison apps,5,Positive
better plateform,5,Positive
good platform sab platform se sabse achcha aur easy bhi hai,5,Positive
worst customer support,3,Negative
user friendly app,5,Positive
want 10 watchlists stock fno section,4,Positive
clean minimalist easy use app,5,Positive
thanks grow app,5,Positive
hi team overall interface functioning way better broker please change sequence total return 1day return holding dashboard total return top 1day return previously set,5,Positive
gambling app share data trading operator trading option buy call put always go loss either never one time 3yrs green loose money 15 lakh 4lakh chargesvery bad app data leakage,1,Negative
like application wonderful,5,Positive
nice app user experience fresher,5,Positive
withdraw nahi de rhe,1,Neutral
transparent,5,Neutral
ok ok,4,Positive
one exceptional trading app ever,5,Neutral
app crash opened post latest update,1,Negative
chart stop moving,2,Negative
worst app,4,Negative
thanks lot,5,Positive
app fraud stock sell money deduct negative amount app usefull gain money,1,Negative
best app trading paisa aaega,4,Positive
superb app bro,5,Positive
new update rsi nahi aa raha vwap bhi nahi aata chart tool bohot kam trading view jaise system nahi grow thoda update kare,1,Neutral
amazing brokerage need paying brokarage charge groww,5,Positive
millenner banakar chhodata hai yah,5,Neutral
fav app,5,Positive
nice right work india saf lokar investment gro app life ho jayegi apki bhi gro oer,5,Positive
ive tried multiple app speciality grow app simplicity easy use working perfectly would like possible upgrade ai feature,5,Positive
merge two portfolio bandhan small cap fund direct plan growth option available app merge folio automatically two folio made,3,Positive
good understand,5,Positive
excellent always room excellence margin amount showing market hour option strategy need addressed,5,Positive
supper,5,Neutral
simple,5,Neutral
app updating,1,Neutral
app best 40rs charge high,4,Positive
love app ui feel user friendly regular update improvement awesome,5,Positive
one friend suggested zepto great experience got 2 time r 100 cash back offer 2 time order one app given kind offer really appreciate suggest others must try one app give fast delivery instant cash back know food quantity less like rice butter naan product good even fast delivery within 15 received order good happy,4,Positive
groww app good improvement required like daily profit loss particular share portfolio user understand gained money lost particular day earlier version app update stock portfolio used come removed revoking feature help user lot,3,Positive
good option monthly yearly subscription brokerage charge please inform subscription maximum profit,5,Positive
trading app best app,5,Positive
terribly slow compared apps need app hang,1,Negative
user friendly quick service,5,Positive
excellent,4,Positive
grow need work payment option mutual fund upi glitch fixed bank left net banking want invest mutual fund clicking payment option default landed upi page initial time payment option upi 4 5 upi payment declined due glitch mentioned earlier hope groww fix soon,1,Positive
good investment aap,5,Positive
good groww trading,5,Positive
